iter	Logloss
517	0.1247688213
518	0.1247056202
519	0.1246300156
520	0.1245745855
521	0.124438137
522	0.1242822902
523	0.1242304592
524	0.1241665155
525	0.12408597
526	0.1240069079
527	0.1238992833
528	0.1237016755
529	0.1236059198
530	0.1235193724
531	0.1234768368
532	0.1234051911
533	0.1233041973
534	0.1232273892
535	0.1231411524
536	0.1230654089
537	0.1229913069
538	0.1228905298
539	0.1227769334
540	0.1227302637
541	0.122660775
542	0.122566202
543	0.1225126215
544	0.1224217305
545	0.1223490187
546	0.1222279582
547	0.1221706459
548	0.1221053023
549	0.1220318526
550	0.1219948512
551	0.1219335981
552	0.1218863814
553	0.1218041652
554	0.1217135531
555	0.1216484682
556	0.121562807
557	0.1214749296
558	0.121413773
559	0.1213311845
560	0.1212733904
561	0.1211899205
562	0.1211222362
563	0.1210598036
564	0.1209698863
565	0.1208875597
566	0.1208475679
567	0.1207734603
568	0.1207044995
569	0.1206344762
570	0.12056962
571	0.1205083757
572	0.1204322827
573	0.1203634188
574	0.1202999237
575	0.120221166
576	0.120112368
577	0.1200563463
578	0.1199729764
579	0.1194605924
580	0.1193900678
581	0.1193369508
582	0.1192454899
583	0.1191737198
584	0.1187854493
585	0.1187262626
586	0.1186458897
587	0.1185303385
588	0.1184423621
589	0.1182472914
590	0.118188239
591	0.1181420043
592	0.118040353
593	0.1179503144
594	0.1177673346
595	0.1176989416
596	0.1176210907
597	0.1175447711
598	0.1174793642
599	0.1173942837
600	0.1173295872
601	0.1172417871
602	0.1171751005
603	0.1171124407
604	0.1170632141
605	0.1169995354
606	0.1169221669
607	0.1168585924
608	0.1167979683
609	0.1167198085
610	0.1166197221
611	0.1165243516
612	0.1164703811
613	0.1164230503
614	0.1163678976
615	0.1162667394
616	0.1162181361
617	0.1161447051
618	0.1160983076
619	0.1159726811
620	0.1159010203
621	0.1158566067
622	0.1157901477
623	0.1157123436
624	0.1156189434
625	0.1155406602
626	0.1154822424
627	0.1153976031
628	0.1153421725
629	0.1152943688
630	0.1152416179
631	0.115181266
632	0.1151261906
633	0.115036516
634	0.1149448026
635	0.1148800911
636	0.1148079139
637	0.1147424842
638	0.114690047
639	0.1146308742
640	0.1144139149
641	0.1143492184
642	0.1142439074
643	0.1141817946
644	0.1141146242
645	0.1140587218
646	0.1140106593
647	0.1139457497
648	0.1138961425
649	0.1138218161
650	0.1137720954
651	0.113724959
652	0.1136414149
653	0.1135991593
654	0.1135159724
655	0.1134527096
656	0.1134064386
657	0.1133638423
658	0.113276793
659	0.1132042233
660	0.1131410854
661	0.1131037195
662	0.1130368182
663	0.1130089048
664	0.1129146009
665	0.1128466294
666	0.1127876164
667	0.1127194276
668	0.1126386109
669	0.1125944467
670	0.112515032
671	0.1124665967
672	0.1123427352
673	0.1122762441
674	0.1122107776
675	0.1121314111
676	0.1120382143
677	0.1119694697
678	0.1119066159
679	0.1116326808
680	0.111585784
681	0.1115148289
682	0.1113211588
683	0.1112226342
684	0.1110784644
685	0.1110092817
686	0.110964141
687	0.1108841047
688	0.1108389361
689	0.1107811115
690	0.1107329992
691	0.1106766026
692	0.1106352306
693	0.1106004473
694	0.1105432678
695	0.1102316561
696	0.1101560613
697	0.1100810017
698	0.110011399
699	0.1099528059
700	0.1099116989
701	0.1098684825
702	0.1097891694
703	0.1097186494
704	0.109651701
705	0.1095842029
706	0.1095269632
707	0.1094553346
708	0.1093869763
709	0.109322104
710	0.109269547
711	0.1092036573
712	0.1091401793
713	0.1090828826
714	0.1090254629
715	0.1089723667
716	0.1089365283
717	0.1088933466
718	0.10881413
719	0.1087696811
720	0.1086970622
721	0.1082248089
722	0.1081859828
723	0.1081387127
724	0.1080597989
725	0.1080193908
726	0.107947716
727	0.1078863204
728	0.1078130445
729	0.1077404156
730	0.1076717468
731	0.1076214619
732	0.1075594912
733	0.1074828071
734	0.1074029678
735	0.1073296332
736	0.1072346527
737	0.1071941761
738	0.1071389711
739	0.1070913416
740	0.1070193241
741	0.1069443702
742	0.1069009542
743	0.1068238558
744	0.1067835643
745	0.1067495936
746	0.1066904525
747	0.1066586176
748	0.106614948
749	0.1065159364
750	0.1064648671
751	0.1064307356
752	0.1063575588
753	0.1063232401
754	0.1062561226
755	0.1061721901
756	0.1060939007
757	0.1060277984
758	0.1060036484
759	0.1059208857
760	0.1058729295
761	0.1058024837
762	0.1057638116
763	0.1057322867
764	0.1057005161
765	0.1055620054
766	0.1054762441
767	0.1054396009
768	0.105379876
769	0.1053193499
770	0.1052365685
771	0.105140695
772	0.1049976603
773	0.1049352022
774	0.1048790005
775	0.1048310926
776	0.1047606193
777	0.1047093871
778	0.1046385041
779	0.1045643825
780	0.1045164523
781	0.1044769816
782	0.1044126232
783	0.1043582592
784	0.1042714504
785	0.1041872784
786	0.1041446023
787	0.1040779426
788	0.1040382651
789	0.1039889172
790	0.10391559
791	0.1038653435
792	0.1037862228
793	0.1037268261
794	0.1036906299
795	0.1036241517
796	0.1035822965
797	0.1035169668
798	0.1034726423
799	0.1034183934
800	0.1033741063
801	0.1033132525
802	0.1032474686
803	0.1031897659
804	0.1031411714
805	0.1030900056
806	0.1030295993
807	0.1029856062
808	0.1029316362
809	0.1028803781
810	0.1028373603
811	0.1027768716
812	0.1027300572
813	0.102687002
814	0.102638209
815	0.1025693856
816	0.1025286949
817	0.1024707878
818	0.1024373553
819	0.1023940295
820	0.1023460656
821	0.1022921584
822	0.1022266846
823	0.1021770204
824	0.1020408228
825	0.101881405
826	0.1018359035
827	0.1017803847
828	0.1017063378
829	0.1016742016
830	0.1015224225
831	0.1014383132
832	0.1013956755
833	0.1013516435
834	0.1013066345
835	0.1012491361
836	0.1012171368
837	0.1011693076
838	0.101109493
839	0.1010524368
840	0.1009760518
841	0.1009337771
842	0.1008731364
843	0.1008217305
844	0.100758169
845	0.1006925355
846	0.1006398106
847	0.1005901765
848	0.1005439003
849	0.1004917099
850	0.1004409589
851	0.1004063696
852	0.1003091298
853	0.1002430971
854	0.10017844
855	0.1001055208
856	0.1000543617
857	0.1000097303
858	0.09996206502
859	0.09991807862
860	0.09985406653
861	0.09980892488
862	0.09975744226
863	0.09970513261
864	0.09967475679
865	0.09962320314
866	0.09957671333
867	0.09951052088
868	0.09941322617
869	0.09936181096
870	0.09918424914
871	0.09913854385
872	0.09890458231
873	0.09886449776
874	0.0987863711
875	0.09873266145
876	0.09869664985
877	0.09864446309
878	0.09831704491
879	0.09827446369
880	0.0980744796
881	0.09797099015
882	0.09789585689
883	0.09754347258
884	0.09751234335
885	0.09746974191
886	0.09741777345
887	0.09709251281
888	0.09698534811
889	0.09693756253
890	0.09690613411
891	0.09686936186
892	0.09679799356
893	0.09676705255
894	0.09673268881
895	0.09669610529
896	0.09660942308
897	0.09655890336
898	0.09650342867
899	0.09646476175
900	0.0963996167
901	0.09636775636
902	0.09632086989
903	0.09627839497
904	0.09624452486
905	0.09620666734
906	0.09615283532
907	0.09610364715
908	0.09607166444
909	0.09602803841
910	0.09596619529
911	0.09592274193
912	0.09586185443
913	0.09582315795
914	0.09577445615
915	0.09573769271
916	0.0956637733
917	0.09561666698
918	0.09541879792
919	0.09537061619
920	0.09532813194
921	0.0952620266
922	0.09493177886
923	0.0948839855
924	0.09481864756
925	0.09477297857
926	0.09472157322
927	0.09467604526
928	0.09463849108
929	0.09457186722
930	0.0945270849
931	0.09447535754
932	0.09429873113
933	0.09424563385
934	0.09417464614
935	0.09414319077
936	0.09408721934
937	0.09403210607
938	0.09399750536
939	0.09392942861
940	0.09386575927
941	0.09382305465
942	0.09378827298
943	0.09372856874
944	0.09369244411
945	0.0936463012
946	0.09357898408
947	0.09354048568
948	0.09347865396
949	0.09341734284
950	0.09337294992
951	0.0933437501
952	0.09329986896
953	0.09326329477
954	0.09322552696
955	0.09318884803
956	0.09315275555
957	0.09311852662
958	0.09292559437
959	0.09288444375
960	0.09284958534
961	0.09257136881
962	0.09252947255
963	0.09249706051
964	0.09221527294
965	0.09219394734
966	0.09216255004
967	0.09213124762
968	0.09205795459
969	0.09201773055
970	0.0919686829
971	0.09188279817
972	0.09184473169
973	0.09179936863
974	0.09177559198
975	0.09173901002
976	0.09169695977
977	0.09163395931
978	0.09155956391
979	0.09150747877
980	0.09143778581
981	0.09139750474
982	0.09135292256
983	0.09127827515
984	0.09124366719
985	0.0910027404
986	0.09095348793
987	0.09091645848
988	0.09087414793
989	0.09082270317
990	0.09065107838
991	0.09059190511
992	0.09052738851
993	0.09049568995
994	0.09036202845
995	0.09029852089
996	0.09026458181
997	0.09023372688
998	0.09019021441
999	0.09014387756
